username,time,avatar_title,group,post_count,join_date,from,text
TheAdmiral,"  Jul 11 2017, 02:41 PM",New Member,Group: Junior Member,Posts: 26,Joined: Jan 2012,,"Getting overprice ever since saudi group take over. Last time got launch/dinner set still ok, now stupid mix and match means u paying for the same price for a small set if take same item by item as previous lunch/dinner set. McD can go die.There is better burger and chicken elsewhere with far better value. If i eat at Texas and paying extra 1 or 2 ringgit more than McD yet can hav unlimited refill, big portion of burger and big piece of ayam, why should i go McD?"
Starbucki,"  Jul 11 2017, 02:42 PM",Enthusiast,Group: Senior Member,Posts: 814,Joined: Apr 2009,From: Petaling Jaya,"buy 6 sets, kasi only 3 packets of cili sos"
JustcallmeLarry,"  Jul 11 2017, 02:43 PM",Enthusiast,Group: Senior Member,Posts: 792,Joined: Jan 2010,,After they canceled the lunch and dinner time promo I never visited that place anymore. Rm10 for small mcchic. No thanks...
teikboon,"  Jul 11 2017, 02:43 PM",Casual,Group: Junior Member,Posts: 480,Joined: Feb 2010,,"mix and match seems like a scam, portion smaller than normal... WTF"
diversity,"  Jul 11 2017, 02:43 PM",Enthusiast,Group: Senior Member,Posts: 951,Joined: Sep 2009,,stupid saudis removed coke light
kllonely1,"  Jul 11 2017, 02:44 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,"Boycot sahaja.Kalau tak suka, suruh kerajaan tarik lesen mereka."
pikacu,"  Jul 11 2017, 02:46 PM",male tag rosak,Group: Senior Member,"Posts: 7,278",Joined: Jun 2006,From: Some Yih,"mix match is always there, they add new combo only to cover their.price hike"
eddystorm,"  Jul 11 2017, 02:49 PM",New Member,Group: Junior Member,Posts: 48,Joined: May 2014,,Not a fuk given. Long time didn't buy and will not purchase from mcd.
wongth7,"  Jul 11 2017, 02:50 PM",Casual,Group: Junior Member,Posts: 383,Joined: Oct 2007,,Chiu..all complain this and that..end up still go back there..see the queue in mc d..still long as usual
DarkNite,"  Jul 11 2017, 02:53 PM",??? ???B!?,Group: Senior Member,"Posts: 10,884",Joined: Jun 2008,,Yup the portion gotten less!!WTF!
zstan,"  Jul 11 2017, 02:55 PM",10k Club,Group: Senior Member,"Posts: 11,976",Joined: Nov 2007,,the fish fillet size is smaller than the bread liao
rEDs,"  Jul 11 2017, 02:55 PM",?- Z e B r a H e a D -?,Group: Senior Member,"Posts: 2,188",Joined: Jan 2003,From: 45? 04' North  7? 40' East,McDonalds Jalan Pahang.
SKY233,"  Jul 11 2017, 02:56 PM",u x sukak u keluar,Group: Senior Member,Posts: 632,Joined: Jul 2008,From: :hehe:,now dun rike mcd liao.. i rather eat kfc
alwinnng,"  Jul 11 2017, 02:57 PM","To love at all, is to be vulnerable.",Group: Senior Member,"Posts: 3,875",Joined: Dec 2009,From: ¯\(°_o)/¯,Cb MCDAlacarte double spicy mcdeluxe rm15.90Set rm17.50Never even bothered to ask nak set ke? Beza seringgit enam puluh Sen je..
teehk_tee,"  Jul 11 2017, 02:57 PM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,already stopped eating there for a few mths d after their portion became kid-size.
everest,"  Jul 11 2017, 02:59 PM",Getting Started,Group: Junior Member,Posts: 61,Joined: Sep 2007,,Inflation
RicoT,"  Jul 11 2017, 02:59 PM",Getting Started,Group: Junior Member,Posts: 75,Joined: Feb 2009,,"Orang kite support Arabs masterrace take over McD, tapi masterrace Arabs terus increase price McD, nanti orang kite kecoh2 dan boikot McD lagi, masterrace Arabs reduce Hajj quota orang kite, barulah orang kite tau bumi ini sebenarnya milik siapa."
MeToo,"  Jul 11 2017, 03:00 PM",Look at all my stars!!,Group: Senior Member,"Posts: 5,952",Joined: May 2009,,nearly every single drive thru bro... go ask around
hiansitt,"  Jul 11 2017, 03:01 PM",~nobody~,Group: Senior Member,"Posts: 1,345",Joined: Feb 2006,,bumi ini milik siapa? berani kau persoal!
RicoT,"  Jul 11 2017, 03:08 PM",Getting Started,Group: Junior Member,Posts: 75,Joined: Feb 2009,,"Bumi ini milik pak Arabm tuan kepada orang kite, nanti masterrace Arabs x bagi u menunaikan Hajj, tengok kau masih berani mempersoalkan bumi ini milik siapa lagi?"
avatargod,"  Jul 11 2017, 03:12 PM",New Member,Group: Junior Member,Posts: 32,Joined: Dec 2008,,Sudah2 la... Banyak lagi kedai murah
LamboSama,"  Jul 11 2017, 03:20 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Aug 2011,,Secretly? Isn't the price available to public?
Cy016,"  Jul 11 2017, 03:21 PM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2015,,Mcd price last time ^^
bee993,"  Jul 11 2017, 03:23 PM",Regular,Group: Senior Member,"Posts: 1,020",Joined: May 2007,,Long switch to marrybrown...better jiken better/real fish ...
happyking4ever,"  Jul 11 2017, 03:29 PM",Getting Started,Group: Junior Member,Posts: 192,Joined: Feb 2015,,saudi group needs more money since oil prices too low. want to eat McD just pay jer lah. otherwise go eat local chap fan lor.
arif85124,"  Jul 11 2017, 03:37 PM",New Member,Group: Junior Member,Posts: 20,Joined: Mar 2009,From: inside Marisa hat,last time buy mcd when big mac rm5.xx
giorno,"  Jul 11 2017, 03:39 PM",New Member,Group: Junior Member,Posts: 49,Joined: Mar 2006,,Let's start the boycott campaign again!
shinkawa,"  Jul 11 2017, 03:40 PM",parttime otaku,Group: Senior Member,Posts: 816,Joined: Jun 2008,,texas chicken or burger king only.kfc and mcd i only want the toy.
jeff10012003,"  Jul 11 2017, 03:43 PM",Format Complete,Group: Senior Member,"Posts: 1,628",Joined: Nov 2011,From: Island of Malacca Straits,
SereneAshley,"  Jul 11 2017, 03:44 PM",Getting Started,Group: Junior Member,Posts: 95,Joined: Aug 2009,,Yes they did. The iced lemon tea upgrade was raised by 50% wtf
neoexcaliber,"  Jul 11 2017, 03:44 PM",Getting Started,Group: Junior Member,Posts: 67,Joined: Jan 2005,,There's one item that reduced in price though and I'm assuming it's because they screwed up the calculation previously. Upgrading from coffee/tea to soya used to 90 cents extra but now it's 30 cents. I doubt McD is generous so I'm assuming I was careless previously. I don't have an issue with the price but the drive through speed is infuriating. So infuriating that I wish it was banned.
jeff10012003,"  Jul 11 2017, 03:45 PM",Format Complete,Group: Senior Member,"Posts: 1,628",Joined: Nov 2011,From: Island of Malacca Straits,"upgrade 404.yes price reduced, but the quality?must be something replaced along the way so they can cut cost."
WaCKy-Angel,"  Jul 11 2017, 03:46 PM",PeACe~~,Group: Senior Member,"Posts: 15,547",Joined: Dec 2004,From: KL,need to inform price change meh?
Cy016,"  Jul 11 2017, 03:49 PM",New Member,Group: Junior Member,Posts: 6,Joined: Nov 2015,,McD price rise= diam diam everyone continue queueMamak/restaurants raise 10 sen= masuk lokap
yhtan,"  Jul 11 2017, 03:57 PM",Look at all my stars!!,Group: Senior Member,"Posts: 7,985",Joined: Sep 2005,From: lolyat,"last time direct under Mcdonald, each car has limit time given one, if exceed XX min then red alert incomingThe branch has KPI to hit, if slow then that branch will kena, now i'm not sure already"
