username,time,avatar_title,group,post_count,join_date,from,text
ahter,"  Jul 11 2017, 01:06 PM",Getting Started,Group: Junior Member,Posts: 126,Joined: Jul 2008,,Take it as a donation .. to our peace loving brothers
iGamer,"  Jul 11 2017, 01:09 PM",Casual,Group: Junior Member,Posts: 369,Joined: Feb 2016,From: BanhammerLand,"""autobicycle""..........."
desmond2020,"  Jul 11 2017, 01:10 PM",Getting Started,Group: Junior Member,Posts: 280,Joined: Jun 2005,,Lel rempit logic
teikboon,"  Jul 11 2017, 01:14 PM",Casual,Group: Junior Member,Posts: 480,Joined: Feb 2010,,"walao 20k jalan jalan? if me, I wait if really need baru tekan liao. oh wait, my atm 2k pun tarak"
Xsence,"  Jul 11 2017, 01:18 PM",Getting Started,Group: Junior Member,Posts: 249,Joined: Jul 2013,From: Kuala Lumpur,"When you're at oversea always go to embassy I once has an accident in Vietnam, the cop tell the girl to accuse I'm driving so she can get off, luckily embassy translator with me and the girl isn't dishonest as well. Number one rule when you're overseas, always go to embassy."
hollyweed,"  Jul 11 2017, 01:19 PM",New Member,Group: Junior Member,Posts: 19,Joined: May 2015,,only retard logic bring 20k inside handbag
zoozooka,"  Jul 11 2017, 01:20 PM",Getting Started,Group: Junior Member,Posts: 221,Joined: Jun 2012,,Stop spreading fake news
memekfalui,"  Jul 11 2017, 01:27 PM",Getting Started,Group: Junior Member,Posts: 242,Joined: Oct 2004,,Elephant in the room = 20k cash in hand
TheHitman47,"  Jul 11 2017, 01:31 PM",Enthusiast,Group: Senior Member,Posts: 997,Joined: Sep 2009,From: In Your Mind,the real problem here is the guy who take picture in front of screen. like who the fuck does that.
demamkuning,"  Jul 11 2017, 01:31 PM",Getting Started,Group: Junior Member,Posts: 78,Joined: Nov 2010,From: United States Of Pahang,If everywhere in the world is all safe sunshine and rainbows i'd pity her.But in reality if u only got rm50 pon can kena robbed ib mid daylight
dewill,"  Jul 11 2017, 01:33 PM",Regular,Group: Senior Member,"Posts: 1,481",Joined: Feb 2006,,how the robber knows she got alot cash in d bag?could be someone who always follow her and tail her or probably stalk her.
Bartholomew S,"  Jul 11 2017, 01:48 PM",New Member,Group: Junior Member,Posts: 21,Joined: Aug 2015,,"I don't say we don't welcome tourist. We will always welcome all tourist around the world to visit Malaysia. But, the tourist itself must be an intelligence tourist. The hotels normally have safe locker inside the room or at the receptionist. Why she wants to bawak jalan2 with that cash is mind boggling? I hope she learnt a lesson in a hard way, exactly."
nebula87,"  Jul 11 2017, 01:51 PM",Getting Started,Group: Junior Member,Posts: 134,Joined: Nov 2013,,cukur masih ade rezeki kat rumah?
AnythingK,"  Jul 11 2017, 01:54 PM",Getting Started,Group: Junior Member,Posts: 161,Joined: Jul 2008,,what a toxic /k/   salahan bring 20ksalahan no use card
junsheng,"  Jul 11 2017, 02:19 PM",---> pokemon ftw <---,Group: Senior Member,"Posts: 1,158",Joined: Apr 2011,"From: Penang Malaysia, sometime KL","Bad economy, so ppl bcum robber If given a job proper education no ppl want to bcum lowlife I hope bn die cauz they r not helping"
antarkuzs,"  Jul 11 2017, 02:44 PM",Getting Started,Group: Junior Member,Posts: 150,Joined: Jun 2008,,like your country has no bag snatchers
Kim Bi Jan,"  Jul 11 2017, 02:55 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,ahh i rike this....stupid tourist stay away unleass they willing to contribute to robbers acccount
Kim Bi Jan,"  Jul 11 2017, 02:56 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,salahan pegang handbag kuat2..when see suspicious ppl coming with bike..throw handbag on ground and bend down minta ampun pls take hangbad enough dont rape/killthen everyone happy
cangkui,"  Jul 11 2017, 03:06 PM",Getting Started,Group: Junior Member,Posts: 173,Joined: Mar 2010,,"did i read it correctly, rm20,000.00 of cash?!?!"
Kim Bi Jan,"  Jul 11 2017, 03:08 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,"yes..last time go europe, my fren brought RM70k in cash...and also 2 platinum cards..and that was easily 8-9 yrs ago..owaii"
wufei,"  Jul 11 2017, 03:11 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,823",Joined: Jan 2003,From: Laputa,Try this in Hong Kong
TSOM,"  Jul 11 2017, 03:13 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,011",Joined: Mar 2009,From: 1BORNEO,so much money ..... donate lah....
petang makan maggi,"  Jul 11 2017, 03:15 PM",New Member,Group: Junior Member,Posts: 31,Joined: Mar 2017,,Tourist then can act retard keep 20k cash in hand bag on the street then kuda in fesbuk?
kllonely1,"  Jul 11 2017, 03:15 PM",New Member,Group: Junior Member,Posts: 32,Joined: Oct 2004,,Welcome to Malaysia.Wish the rest of you stay in Malaysia brings you fond memories.
famusanus,"  Jul 11 2017, 03:15 PM",New Member,Group: Junior Member,Posts: 9,Joined: Mar 2017,,Rm20k...kek
petang makan maggi,"  Jul 11 2017, 03:15 PM",New Member,Group: Junior Member,Posts: 31,Joined: Mar 2017,,"Robber gonna rob, be it economy good or bad."
Beogatts,"  Jul 11 2017, 03:20 PM",New Member,Group: Junior Member,Posts: 17,Joined: Jan 2009,From: City Of Delusion,"feel sory for her watever lost.well cant say mch, snatchers still alot around klang valley."
cloudwan0,"  Jul 11 2017, 03:21 PM",Getting Started,Group: Junior Member,Posts: 195,Joined: Sep 2008,,U must be never use CC  Using CC withdraw cash from ATM will get charge 10% to 20% depends on bank policy
cloudwan0,"  Jul 11 2017, 03:24 PM",Getting Started,Group: Junior Member,Posts: 195,Joined: Sep 2008,,"/k tard got 20k salary, but never seen 20k cash before"
Lyu,"  Jul 11 2017, 03:26 PM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,X abis lagi?
foohoa,"  Jul 11 2017, 03:27 PM",Enthusiast,Group: Senior Member,Posts: 794,Joined: Jan 2003,From: SABAH!!!,bank untung banyak 10% to 20% for withdraw feeare u seriously ever withdraw money overseas?
OrangCacat,"  Jul 11 2017, 03:29 PM",Casual,Group: Junior Member,Posts: 383,Joined: Dec 2010,,"these snatch thief really lucky, got 20k and handbags wahsad that it gives malaysia a bad name. Instead of increasing tourism tax, trying to promote malaysia by making advertisement and improving tourism quality, might as well settle all these robbery, snatch thief problem first."
patienceGNR,"  Jul 11 2017, 03:29 PM",? Ride All Day ?,Group: Senior Member,"Posts: 1,568",Joined: Mar 2011,From: Autofreaks.NET Poking The Bikes,I know this is a one sided story when she said nurses are laughing.
ALeUNe,"  Jul 11 2017, 03:29 PM",I'm the purebred with aristocratic pedigree,Group: VIP,"Posts: 9,582",Joined: Jan 2003,From: Mongrel Isle,No problem paying bank charges. It will screw up big time if you can't withdraw cash when you need the cash badly in overseas. I had few times failed withdrawing money in Eastern Europe and once in Taiwan.
patienceGNR,"  Jul 11 2017, 03:30 PM",? Ride All Day ?,Group: Senior Member,"Posts: 1,568",Joined: Mar 2011,From: Autofreaks.NET Poking The Bikes,"Um, VISA PLUS is a feature for debit cards. He's not referring to using CC to withdraw cash.Learn the terms before you spew shit."
JessicaAlba,"  Jul 11 2017, 03:31 PM",Getting Started,Group: Junior Member,Posts: 57,Joined: Oct 2009,,taht engrand i cannot brain
ALeUNe,"  Jul 11 2017, 03:35 PM",I'm the purebred with aristocratic pedigree,Group: VIP,"Posts: 9,582",Joined: Jan 2003,From: Mongrel Isle,Meh...
manypplwan,"  Jul 11 2017, 03:37 PM",Getting Started,Group: Junior Member,Posts: 255,Joined: Aug 2012,From: Curryland,True. Even 40k cash can put inside messenger bag no problem with space for a laptop and charger. Not everyone in /k have held lots of cash in their hand. Forgive them la
gundamsp01,"  Jul 11 2017, 03:41 PM",Getting Started,Group: Junior Member,Posts: 104,Joined: Oct 2009,,With 90% of the comments are blaming the victims.Malaysians are definitely worth the bullet to their faces
jemmi,"  Jul 11 2017, 03:42 PM",Getting Started,Group: Junior Member,Posts: 256,Joined: Mar 2009,,"Luckily injured, uncle tu kena bunuh lagi nak selamatkan seutas rantai isteri.In klang Valley ni nak keluar rumah tanpa duit pun tak selamat, semua tempat bahaya, jalan raya, kat parking, dalam rumah pun penyamun masuk! Macam cerita era koboi!"
teehk_tee,"  Jul 11 2017, 03:55 PM",#crushingit ?,Group: Senior Member,"Posts: 5,200",Joined: Apr 2005,From: KUL/HKG/BKK/JKT,ITTppl who think carrying 20k cash is a lot.padahal satu manila envelope pun cukup letak habis fold.victim blaming is so stronk here its sickening.
harvin6,"  Jul 11 2017, 03:58 PM",Getting Started,Group: Junior Member,Posts: 290,Joined: May 2006,,carry 20k even a saint can become a thief. Next time use la credit card.
