username,time,avatar_title,group,post_count,join_date,from,text
alanyuppie,"  Today, 12:37 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,629",Joined: Jul 2006,From: here,Impossible for ANY POLITICAL party here to mature coz any party is as good as their majority members and supporters. We know most of us rakyat still hv 3rd world mentality mindset ... and now apply that when it comes to proclaiming support to their preferred party.
abgropi,"  Today, 12:37 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,sudah tukar?
hjffgjng,"  Today, 12:38 PM",Getting Started,Group: Junior Member,Posts: 64,Joined: May 2017,,why this guy is our explanation minister???i dun getwhyyyyyyyyyyyyyy
Jv8888,"  Today, 12:42 PM",New Member,Group: Junior Member,Posts: 46,Joined: May 2013,,DAP cant do much as most of the population in Malaysia are Bumi... Most of the bumi still have the mindset that DAP is a racist party that trying to take over Malaysia.
thesoothsayer,"  Today, 12:43 PM",Casual,Group: Junior Member,Posts: 420,Joined: Dec 2006,,This guy. Lol.
ashestoashes,"  Today, 12:48 PM",New Member,Group: Junior Member,Posts: 9,Joined: May 2009,,"progressive, clean and efficient, and free from ""narrow"" religious sentiments"
pwncake,"  Today, 12:54 PM",Getting Started,Group: Junior Member,Posts: 104,Joined: Apr 2009,From: Cheras,UMNO lost their cainis cardDeswai cepat2 de register DAP
Pete the great,"  Today, 12:58 PM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Can these jokers for once stop using the race card.
Timemuffin,"  Today, 01:04 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,another one makan dedak DAPhaiiih
stupiak07,"  Today, 01:15 PM",Getting Started,Group: Junior Member,Posts: 214,Joined: Oct 2007,"From: broken heart land, single forever~","So Malay, no have China people?"
darthboyzzee,"  Today, 01:18 PM",New Member,Group: Junior Member,Posts: 42,Joined: Feb 2015,,"""No longer""? Meaning it was a threat before?"
geforce88,"  Today, 01:20 PM",Look at all my stars!!,Group: Senior Member,"Posts: 2,753",Joined: Jun 2009,,now only realized?just came out from cave?
Hundred_Percent,"  Today, 01:20 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,why did you censored my previous comment..
Weirdppl,"  Today, 01:22 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,I'm cina some call me cina makan pork but I voted for umno becoz pas is shit
Hundred_Percent,"  Today, 01:26 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,good enough. we can't all be perfect. cheers.
Weirdppl,"  Today, 01:29 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,Cina makan pork don't really care who they voted for....cina makan pork only care about your vision and policy...you have shit vision shit policy we jump ship...We don't care if ppl use olang kiter or agama kiter shit...otak kan ada...sebab tu kiter pakai....
bereev,"  Today, 01:32 PM",Getting Started,Group: Junior Member,Posts: 53,Joined: Dec 2011,,"no longer a threat but still everything  salahkan DAP , nampak tak racist BN"
kamfoo,"  Today, 01:34 PM",Getting Started,Group: Junior Member,Posts: 171,Joined: Nov 2010,,
Hundred_Percent,"  Today, 01:34 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"don't you worry my dear lil pork eater. under malay governance, this country will rise to greater heights(God Willing), the likes of DAP could never hope to achieve.Don't you worry. There's just this minor setback with oil prices. with GST we are among the slowest to implement. And we also need to correct our previous ways under Tun M, when he borrowed money like a china gambling man. Thanks for the support. I believe we could exchange racial jokes in good conscience? thanks.(*Edit* GST is a legit taxing system implemented around the world anyway, and we are among the lowest.)"
bigwolf,"  Today, 01:35 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"Why vote pas who only wants to implement taliban state which is even against the constitution? But normal lah, what else can you expect from one who really believes usd700 million in personal account is donation lel"
ray123,"  Today, 01:37 PM",Senior Citizen,Group: Senior Member,"Posts: 2,450",Joined: Jan 2003,,"Any move for political change is considered a threat these days. I mean, how many Malaysians have already accepted the way things are today are the way it supposed to be? Some say Malaysians have 'given up'... I think some Malaysians never even considered that there are other possibilities in the first place."
digilife,"  Today, 01:39 PM","The MNP guy, its me yeah.",Group: Senior Member,"Posts: 7,723",Joined: Feb 2005,From: Planet Boleland,"They never was , not before , not any when too."
Hundred_Percent,"  Today, 01:40 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"nah.. I don't vote PAS. Just want to give an example, some perspective. But.. Frankly, I would rather support Tok Guru Hadi into power than Dap."
Kim Bi Jan,"  Today, 01:41 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,i actually voted for BN last time...and PKR after that.inb4 PKR also under chinese
bigwolf,"  Today, 01:42 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,Coming from one who believes usd700 million in personal acct is donation I doubt your judgement lel
Hundred_Percent,"  Today, 01:44 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,yes. Donations from a Saudi King.
Strike,"  Today, 01:48 PM",New Member,Group: Junior Member,Posts: 34,Joined: Jan 2003,From: KL,1. Jew=2. Dap
Hundred_Percent,"  Today, 01:53 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"I don't support Anwar at all. to Me, he is a self serving politician. but frankly, that means he won't let himself be so easily taken advantage of by other parties in the coalition, and could later on Change his stance regarding certain things that he advocate. particularly, matters regarding bumis. But I am an ardent supporter of Pm Najib, Hence Umno has my vote."
bigwolf,"  Today, 01:56 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"Lel yeah, usd700 million in personal acct is donation from saudi king. And that's why vote pas is better than dap :lol2:"
Hundred_Percent,"  Today, 01:57 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,no. that's two different issue.
Kim Bi Jan,"  Today, 01:58 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,sounds to me u only accept statement that's align with pm's ideathen perhaps u shouldnt use DAP and PAS..jst say Najib way or non-Najib way..easier for ppl to understand where s ur goal post
bigwolf,"  Today, 02:02 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,I'm just showing vote for pas comes from the kind of person who believes usd700 million in personal acct is donation from saudi king
Hundred_Percent,"  Today, 02:04 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"yes. I have stated many times before that I support our PM. and am also against Dap. I think there isn't a problem with mentioning both of my stances? or is it better not to mention opposition?  don't you worry my dear lil pork eater. under malay governance, this country will rise to greater heights(God Willing), the likes of DAP could never hope to achieve.Don't you worry. There's just this minor setback with oil prices. with GST we are among the slowest to implement. And we also need to correct our previous ways under Tun M, when he borrowed money like a china gambling man. Thanks for the support. I believe we could exchange racial jokes in good conscience? thanks.(*Edit* GST is a legit taxing system implemented around the world anyway, and we are among the lowest.)"
bigwolf,"  Today, 02:07 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"ahhh, now it becomes even clearer. No wonder lah you believe USD700 million in personal acct is donation from saudi king"
SMB002,"  Today, 02:07 PM",Getting Started,Group: Junior Member,Posts: 76,Joined: Jan 2015,,The threat is vavi and wimmenz menjolok mata.Insapla
Hundred_Percent,"  Today, 02:09 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,yes.
bigwolf,"  Today, 02:13 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"And so coming from one who believes usd700 million in personal act is donation from saudi king, you also recommend vote bn/ najib and don't vote dap. Got it"
Hundred_Percent,"  Today, 02:14 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,not in relation. But yes. I recommend not voting Dap.
Mikethebodo,"  Today, 02:15 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"I dun get this guy. Why can't he say DAP is no longer a threat to BN??? Why must he mention racing?Come on, man. We are no longer in the dark ages, we are a united nation."
Weirdppl,"  Today, 02:15 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,Are you in delusional mode?malaysia has been under Malay governance since merdeka bodoh
Weirdppl,"  Today, 02:16 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,I vote for halal certified brothel
Kim Bi Jan,"  Today, 02:18 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2016,,
bigwolf,"  Today, 02:20 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"naah, just pointing out to ppl no need to argue about voting dap with one who believes usd700 million in personal acct is donation from saudi king...Seriously though... USD700 million in personal account... is donation... from saudi king"
Hundred_Percent,"  Today, 02:22 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"yes, I mean This country, now Under further Malay governance. and with Najib. Not Tun M, Kit siang and those other cartoon characters.Oh I guess you don't. it just seems like..."
Falisha,"  Today, 02:29 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,u guys have no idea how many high educated malays working in mnc hates umno but still dont want dap to take overit is quite high apparently
darthboyzzee,"  Today, 02:35 PM",New Member,Group: Junior Member,Posts: 42,Joined: Feb 2015,,"Yeah, If only they know. IMO just haramkan terus DAP. Dah 5 tahun ROS suruh buat pilihanraya parti yang baru tapi degil. Diorang yang menipu nak menang pastu salahkan najib plak?"
Hundred_Percent,"  Today, 02:35 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,yes. Below is what they(Saudi Royal Family) said.http://www.theedgemarkets.com/article/no-b...94-saudi-princehttps://www.theguardian.com/world/2016/apr/...enuine-donation
Palabut,"  Today, 02:40 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,
tdzheng,"  Today, 02:41 PM",New Member,Group: Junior Member,Posts: 11,Joined: Sep 2008,,If pas still in coalition then better vote bn
Hundred_Percent,"  Today, 02:42 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,do People here even read up on that? share! share.. haha... Nanti Kit Siang Buat buat bodoh. Claim innocence.
Weirdppl,"  Today, 02:46 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,Is hadi bawang a cartoon character?
darthboyzzee,"  Today, 02:47 PM",New Member,Group: Junior Member,Posts: 42,Joined: Feb 2015,,Buang masa je share kat diorang ni. Hard core supporter takkan percaya punya. Hati dah gelap.
Weirdppl,"  Today, 02:48 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,A lot of terrorist are highly educated too
bigwolf,"  Today, 02:50 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,yes yes... usd700 million in personal account is donation from saudi king. Its the truth and not joke of the century LMAOOOOO
unknown warrior,"  Today, 02:51 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"Pot calling the kettle black, DAP punya ko percaya walaupun telus di jelas? Hati dah gelap?sometime when I see post mcm ni..I cringe."
Hundred_Percent,"  Today, 02:52 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"he is the Vice president of the international union of Muslim scholars with proper background in dealing with matters of Islamic Ruling. Although the ones under him are perhaps not up to par. Better than Opposition that is so keen on commenting on Islamic Matters and it's relation with our constitution, where they know close to nothing. Or so they Pretend. But in actuality, is just against it.yea. like chin peng and co."
unknown warrior,"  Today, 02:52 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"not the matter of lowest, we can survive without it, last time pun takde GST, okay aje Malaysia.Flaw Argument to support BN/ajip. Tak payah lah."
unknown warrior,"  Today, 02:55 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"Oh talking about chin peng, I happen to remember some comments about some Imams  refusal to give ISIS dead members a proper moslem funeral rites...some /k/ members tells me if they should even though they're terrorist.When talk about Chin Peng, I also remember the blatant refusal to allow him to bury his ash here.Talk about...Huge Irony.  I think the truth is...preferential prejudice."
Hundred_Percent,"  Today, 03:02 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"My previous thread Commenting on these issues were taken down. Bear with me. we cannot condemn the government for Corruption or mishandling of nation's wealth when we the so called ""Rakyat"" Reject Legitimate Systems Like Gst. And want Magic Money Like Tun's Time. We cannot Borrow Like Before for our Country's developments(infrastructure projects,etc..). We are heavily in debt. When Pak Lah took over, He stopped that nonsense. And when Najib Took Office, He Introduced GST. A legitimate Taxing system Used by many other countries.btw, I've got a question regarding How christians see Jesus as. Shall I ask?"
Palabut,"  Today, 03:04 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,
unknown warrior,"  Today, 03:06 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"Don't think anyone is disputing whether GST is legit or illegit, it's irrelevant.So why has the debt worsen on Najip watch that he needed GST? Under other PM, there was no need, Malaysia survived without it."
Hundred_Percent,"  Today, 03:07 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,"it's just some random forumers support burying terrorists in their motherland. But I assure you, it does not equate to malay muslims preferential prejudice.no. Chin Peng is a communist that wants to take hold of Malaysia. Not a hero. He's Liking is that of other invaders. The Japanese, Portugese,British, and so on. he wanted to Topple the gov and Monarch. He was a china chinese communist(altough born here). He has no place here. But it worries me to see Chinese Malaysians supporting Chin Peng as some kind of an unsung Hero. This just adds up to our core Disagreements."
unknown warrior,"  Today, 03:10 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"He's part of the country's history. I think the point that was mentioned...those ISIS buggers are dead, no point harping on them, so might as well give them the burial rites...so when I see the huge contrast in refusing Chin Peng, I cringe.Sorry but I think the preferential prejudice has some relevant on those random forum members."
bigwolf,"  Today, 03:10 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,says the one who believes usd700 million in personal account is donation from saudi king
Hundred_Percent,"  Today, 03:12 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,most of our debt accumulated under Tun M tenure. We are now stabilizing.
Pete the great,"  Today, 03:12 PM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Bn macai kuat kerja today
unknown warrior,"  Today, 03:13 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"Hi Palabut, ko report pun mod dah kenal ko punya post semua utk troll.Tak Payah la."
bigwolf,"  Today, 03:14 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"yup, and usd700 million in personal account is donation from saudi king"
Hundred_Percent,"  Today, 03:14 PM",New Member,Group: Junior Member,Posts: 12,Joined: Jan 2017,,saya free. tapi baru nak log out. bye guys.
Pete the great,"  Today, 03:14 PM",Getting Started,Group: Junior Member,Posts: 204,Joined: Jul 2013,,Some macai here retarded...suddenly off topic to chin peng lol
unknown warrior,"  Today, 03:14 PM",12 Years Member /k/ ELDER,Group: Senior Member,"Posts: 2,788",Joined: Jul 2005,,"Prove it. Under Najip's watch, the country debts is because of Dr.M's problem.Where is your evidence that it's because of Dr.M, Najip has to ""force""  implement GST."
Palabut,"  Today, 03:18 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,
Palabut,"  Today, 03:20 PM",New Member,Group: New Member,Posts: 0,Joined: Apr 2017,,
bigwolf,"  Today, 03:21 PM",Getting Started,Group: Junior Member,Posts: 227,Joined: Aug 2011,,"Don't man. They can easily pull a news report about any tom dick & harry minister announcing ""the country debts is because of Dr.M's problem"" and THAT is the evidence. You know its stupid but its the undeniable truth for them"
