username,time,avatar_title,group,post_count,join_date,from,text
zakuankajang,"  Jul 11 2017, 01:46 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,"From: Kepala Batas, Penang",thank you najib
vindroid,"  Jul 11 2017, 01:49 PM",New Member,Group: Junior Member,Posts: 42,Joined: Dec 2011,,
RO Player,"  Jul 11 2017, 02:13 PM",Now I am a Se7eN Star TigeR!,Group: Senior Member,"Posts: 3,759",Joined: Jan 2003,,"40% aldy open...still usage 5%...if open all MRT 1, confirm under utilised ..u boleh guna otak udang or not...if u use otak, MRT should cover expenses if open more usage route, instead open at kota damansara - semantan...still under 5%...bleeding money....u cannot see? i can guarantee...fare will go up once MRT 1..open fully.."
honorable thief,"  Jul 11 2017, 02:15 PM",New Member,Group: Junior Member,Posts: 6,Joined: Apr 2017,,His biggest legacy? Pick one from below:1MDBFGVDonation
Clement1001,"  Jul 11 2017, 02:16 PM",On my way,Group: Senior Member,Posts: 585,Joined: Jan 2012,,1MDB > MRT
oathless,"  Jul 11 2017, 02:18 PM",Getting Started,Group: Junior Member,Posts: 66,Joined: Jul 2014,,"The legacy that people can accept from Najib: MRT, HSR (high speed rail)The bad legacy:TRX, 1MDB, GST, BR1M, His wife and children..."
Clement1001,"  Jul 11 2017, 02:23 PM",On my way,Group: Senior Member,Posts: 585,Joined: Jan 2012,,Who uses MRT for the daily basis ?
Lumiaaa,"  Jul 11 2017, 02:24 PM",Getting Started,Group: Junior Member,Posts: 96,Joined: Sep 2014,From: LYN,TRX already building very fast
darth5zaft,"  Jul 11 2017, 02:33 PM",Enthusiast,Group: Senior Member,Posts: 722,Joined: Feb 2012,,Don't just pluck data from the butt Lah20 years ago is the height of the financial crisis.Ringgit is worse off than it is now.
Jasonist,"  Jul 11 2017, 02:35 PM",gegegegege,Group: Senior Member,"Posts: 1,103",Joined: May 2006,From: Malaysia,"his biggest legacy is u help me, i help u"
Mikethebodo,"  Jul 11 2017, 03:33 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,"ok I take out from butt.3.80 vs 4.30 that is a big difference. And might I add, when I reply to TS, TS was talking about 30 years ago. You want me to backdate 30 years ago?2.75 vs 4.30"
stormsea7,"  Jul 11 2017, 03:43 PM",Getting Started,Group: Junior Member,Posts: 72,Joined: May 2011,,"What exactly have Najib do for MRT project?If he have push for the project or lead it, I can accept lah.Like how Mahathir push for KLCC and KLIANajib name was hardly mentioned during the initial MRT phaseNow when it's good, suddenly it due to himAll i remember about public transport is how KTM must have wasted so much money to repaint their komuter with Najib stupid ""Rakyat Didahulukan, Pencapaian Diutamakan"""
stormsea7,"  Jul 11 2017, 03:47 PM",Getting Started,Group: Junior Member,Posts: 72,Joined: May 2011,,so hard to choosebut i vote 1MDBcos' he signed it offand only he can sign it off as the sole director lolwhatever happen to 1MDB will forever be tied to him
