filename,keyword_counts
lowyat_20170220_4201974_Anwar Ibrahim  Ambillah BR1M Tu  Kita Orang Susah.csv,1
lowyat_20170115_4175386_Sec gen and son out on MACC bail today.csv,1
lowyat_20170329_4241528_Najib is a humble PM.csv,1
lowyat_20170417_4267976_Wee Ka Siong  Engineers In Malaysia Urged To Take.csv,1
lowyat_20170713_4357954_Alleged molest of waitress by DAP adun s aide.csv,1
lowyat_20170228_4209327_Polis cari 2 suspek kes gaduh di LDP.csv,1
lowyat_20170220_4201989_BN Virus is spreading to Singapore.csv,1
lowyat_20170227_4208221_Umno man  friend arrested over FB post on cycling.csv,1
lowyat_20170519_4294572_DAP Lim Lip Eng  I will Attend JJPTR Annual Dinner.csv,1
lowyat_20170414_4266296_footballer  Ah Chong   surrenders to MACC.csv,1
lowyat_20170126_4184404_DAP 2017 CNY Rooster Year Short Clip.csv,1
lowyat_20170717_4362535_What if BN still lost Kajang in next Ge.csv,1
lowyat_20170412_4264288_Two DAP MPs summoned by cops.csv,1
lowyat_20170307_4216505_Jamal Yunos  Cabar Azmin Ali Ambil Tindakan.csv,1
lowyat_20170724_4368005_DAP ADUN Yeo  Putrajaya should review ECRL deal.csv,1
lowyat_20170306_4215269_Najib shares Malaysia s secret in reducing poverty.csv,1
lowyat_20170223_4205565_MACC tahan pegawai kanan tentera disyaki rasuah.csv,1
lowyat_20170410_4259816_fails in declare Syariah enact unconstitutional.csv,1
lowyat_20170411_4263853_Duo nabbed in bumi land case involving Umno linked.csv,1
lowyat_20170724_4368156_New Star Trek Captain will take on BN.csv,1
lowyat_20170522_4297701_Why is Najib Sad .csv,1
lowyat_20170728_4372776_BN should ban all the banks.csv,1
lowyat_20170411_4263343_Guan Eng  UMNO Motion Demanding My Resignation.csv,1
lowyat_20170718_4363365_How Much RM if PH Build MRT .csv,1
lowyat_20170719_4363709_Anda semua Bumiputera  Najib beritahu India Muslim.csv,1
lowyat_20170523_4298499_KING SALMAN  TRUMP  NAJIB.csv,1
lowyat_20170109_4170946_Selamat tinggal Najib  kata Fahmi Reza.csv,1
lowyat_20170225_4206924_Terima kasih Najib kerana bagi BR1M.csv,1
lowyat_20170523_4298730_STATUS WARGANEGARA ADUN PASIR PINJI  DAP .csv,1
lowyat_20170225_4206965_MACC officer  bring in a box full of money during.csv,1
lowyat_20170109_4170800_Don t take what belongs to the people  Najib tells.csv,1
lowyat_20170126_4184403_MCA  Happy Chinese New Year 2017.csv,1
lowyat_20170104_4165725_MACC.csv,1
lowyat_20170222_4204373_Senator Khairul  Pemuda UMNO Akan Serah Nota.csv,1
lowyat_20170315_4224123_MACC nabbed 10 Immigration Officers in Sarawak.csv,1
lowyat_20170126_4184232_Why DAP wants PAS .csv,1
lowyat_20170531_4305031_MACC VICTORY   RM70 000.csv,1
lowyat_20170329_4240724_Kementerian  PM Najib Lawat India Enam Hari.csv,1
lowyat_20170414_4266190_Court details how Sabah Umno man lobbied Najib for.csv,1
lowyat_20170414_4266094_FUIYOOOO USD 3 66 BILLION HE WAN SUE NAJIB BECOZ O.csv,1
lowyat_20170414_4266072_United airlines announces compensation for ALL pas.csv,1
lowyat_20170520_4295831_Sidang bersama Trump peluang bagi Najib.csv,1
lowyat_20170715_4360738_Dr Mahathir Bergambar Dengan Peguam Untuk.csv,1
lowyat_20170520_4295849_RAHMAN legacy predicts end of Najib  .csv,1
lowyat_20170529_4304207_najib  8 capai 100  KPI pemerkasaan Bumiputera.csv,1
lowyat_20170111_4172422_MCA Welcomes Public To Its Chinese New Year.csv,1
lowyat_20170414_4265904_Ismail Sabri  Majlis Amanah Rakyat Sedia Kerjasama.csv,1
lowyat_20170516_4290597_Persoalan siapa cetak dokumen dalam kes Rafizi.csv,1
lowyat_20170113_4174395_Pemimpin Gerakan mohon maaf isu sekolah agama.csv,1
lowyat_20170311_4220369_Gerakan Youth chief sees red with Pemandu s.csv,1
lowyat_20170315_4223566_Dap Sarawak reject religious teacher from.csv,1
lowyat_20170716_4361796_MCA Minister  Quality over quantity.csv,1
lowyat_20170408_4257305_What happen to DAP vs ROS case .csv,1
lowyat_20170308_4217089_Presiden PAS Hadir Ke Parlimen Hari Ini Walaupun.csv,1
lowyat_20170112_4172859_TheStar Censored Najib News.csv,1
lowyat_20170326_4235248_MCD OCEAN VIEW KARPAL SINGH DRIVE.csv,1
lowyat_20170725_4369907_Najib shoot his own foot regarding 1mdb scandal .csv,1
lowyat_20170511_4287103_Khairuddin urges MACC chief commissioner to.csv,1
lowyat_20170722_4367114_WESTERN DIGITAL IS CLOSING WDLABS AND CANCELING PR.csv,1
lowyat_20170210_4194192_Trump backs One China policy.csv,1
lowyat_20170615_4327583_GE14 mebbe in 2018  .csv,1
lowyat_20170330_4243113_Najib pawer.csv,1
lowyat_20170120_4179544_MACC Offering Bribes To Civil Servants.csv,1
lowyat_20170120_4179523_Kedah MACC seizes RM1 1 million hidden in wall.csv,1
lowyat_20170428_4277442_Mr najib razak pm me.csv,1
lowyat_20170615_4327414_Idris Jala sudah siapkan laporan FGV   Najib.csv,1
lowyat_20170726_4370278_Pasaran modal naik 9    Dato Seri Najib.csv,1
lowyat_20170510_4286114_PAS cannot be bought to bring down S gor gov t.csv,1
lowyat_20170629_4342580_MCA Seremban  DAP MP Anthony Loke.csv,1
lowyat_20170119_4179106_MACC arrests  Datuk  CEO of GLC.csv,1
lowyat_20170119_4179059_Najib   Donasi RM10 mil for Rohingya.csv,1
lowyat_20170311_4219622_DON T FAINT  NAJIB   JONG UN MAY ALREADY HAVE THE.csv,1
lowyat_20170330_4242819_ MACC  TAN Sri  Botak siapa .csv,1
lowyat_20170613_4324986_UMNO affairs and extramarital.csv,1
lowyat_20170311_4219626_Did Najib pull a publicity stunt holding back KJN.csv,1
lowyat_20170330_4242470_MACC detains  Datuk  in Penang for graft.csv,1
lowyat_20170612_4322709_Idris Haron  Tourism Tax Will Benefit.csv,1
lowyat_20170427_4276588_Najib  Gov t observes prudent spending.csv,1
lowyat_20170325_4233829_Salleh Keruak   Rakyat Perlu Sokong kerajaan BN.csv,1
lowyat_20170511_4287118_Wishy washy Ku Li hints UMNO has lost its way but.csv,1
lowyat_20170509_4285417_Gerakan  Group Of 100 People With Disabilities.csv,1
lowyat_20170624_4338491_Ucapan Aidilfitri  Dr  Mahathir  Selamat Hari Raya.csv,1
lowyat_20170426_4275317_DAP protex UMNO.csv,1
lowyat_20170509_4285300_Bekas pegawai khas MBMB didakwa pecah amanah RM19 .csv,1
lowyat_20170331_4244287_The Mahathir Nazri debate has been allowed to.csv,1
lowyat_20170503_4280621_MACC DETAINED MOSQUE OFFICIALS.csv,1
lowyat_20170323_4231392_Najib   Jack Ma   4 month    .csv,1
lowyat_20170206_4190839_Lim Guan Eng   Come to us instead of.csv,1
lowyat_20170502_4280157_ Nak bertanding  tandinglah   Wan Azizah jawab PAS.csv,1
lowyat_20170506_4282990_NAJIB   BE JOB CREATORS .csv,1
lowyat_20170309_4218432_Najib  no one else but us can mess with you.csv,1
lowyat_20170323_4231972_TQ BN again  Malaysia stresses military spending.csv,1
lowyat_20170723_4367337_Khairy  5 Quality Attributes in UMNO.csv,1
lowyat_20170207_4192062_PH aims per capita income USD 6k in 2022.csv,1
lowyat_20170121_4180753_Anwar Ibrahim  Antara Orang Yang Paling Takut Saya.csv,1
lowyat_20170501_4279563_Umno Pulau Pinang  Usul Desak Guan Eng Bercuti.csv,1
lowyat_20170725_4370083_Lim kit Siang butthurt.csv,1
lowyat_20170206_4190651_Terima Kasih Ahmad Bashah Barakah UMNO.csv,1
lowyat_20170508_4284109_Najib effect.csv,1
lowyat_20170622_4336185_why beeEnd refused to name GE14 pm candidate .csv,1
lowyat_20170331_4243815_Gerakan  Penang Govt Please Clarify Size Of Plot.csv,1
lowyat_20170401_4245315_Federal Territories BN Youth offers free fuel to.csv,1
lowyat_20170616_4328165_Idris Haron  Mesej RM 750 Bonus Rakyat Melaka.csv,1
lowyat_20170624_4338176_wah   najib   obama will be going to Bali.csv,1
lowyat_20170616_4328137_MACC obtains remand order for company director.csv,1
lowyat_20170512_4287576_DAP Pujut disqualified from DUN.csv,1
lowyat_20170109_4170536_Anwar come to Penang today .csv,1
lowyat_20170606_4315087_Fasting no reason to be less productive   PM Najib.csv,1
lowyat_20170311_4220040_Sabah still BN fixed asset .csv,1
lowyat_20170106_4168002_Patrick Ooi challenge Lim Guan Eng.csv,1
lowyat_20170710_4353770_Rosmah s Got Talent .csv,1
lowyat_20170319_4228102_Najib a la Raja Bomoh.csv,1
lowyat_20170421_4272138_Rafizi  3 sen pun tak bagi.csv,1
lowyat_20170607_4317340_Ex IGP  Najib s account was closed.csv,1
lowyat_20170611_4321485_MACC will look into  100m FGV deal abuse of power .csv,1
lowyat_20170606_4315005_KWAP S fund size to hit RM500b by 2050  says Najib.csv,1
lowyat_20170405_4249007_Najib  Foreign students to get 5  of medical place.csv,1
lowyat_20170515_4289875_Khairuddin  Najib s sons participate in official v.csv,1
lowyat_20170420_4270753_Which newspaper did Najib highlighted.csv,1
lowyat_20170102_4164153_Gerakan Keng Liang  Banks Rejecting.csv,1
lowyat_20170311_4220051_Small protest outside  Umno s house  turns into.csv,1
lowyat_20170216_4198883_I give BN good idea .csv,1
lowyat_20170605_4313237_Is there anyone who actually support Najib .csv,1
lowyat_20170709_4353080_DAP  SPR Must Revamp Its IT Capabilities.csv,1
lowyat_20170419_4270363_Najib   Kita akan tambah itu dan ini  .csv,1
lowyat_20170730_4373839_Umno BN vs Dap PH vs Pas.csv,1
lowyat_20170309_4217962_Japan loosens PR rules  only 1 year minimum.csv,1
lowyat_20170116_4176057_Why rosmah not wearing tudung  .csv,1
lowyat_20170706_4350040_Shamsubahrin Ismail  PM Najib  Make Me SPAD Chief.csv,1
lowyat_20170607_4317687_PM  Support BN Based On Track Record .csv,1
lowyat_20170317_4226291_Young Rosmah  Hot or Not .csv,1
lowyat_20170608_4319158_Najib.csv,1
lowyat_20170512_4287684_PKR Selangor same tone with PAS.csv,1
lowyat_20170609_4320572_Salah PAS.csv,1
lowyat_20170201_4187439_UMNO Gives Free Petrol.csv,1
lowyat_20170330_4242257_Schoolboy  15  killed in m cycle accident on LDP.csv,1
lowyat_20170513_4288472_Wan Azizah Al Jazeera interview.csv,1
lowyat_20170324_4232850_sign BN will rule for eternity.csv,1
lowyat_20170608_4318596_Why Putin and Najib not close .csv,1
lowyat_20170124_4182934_MACC nab top felda senior official.csv,1
lowyat_20170404_4248038_KANTOI TRYING TO BRIBE MACC OFFICERS.csv,1
lowyat_20170608_4318890_kalau nak dpt banyak  undi najib.csv,1
lowyat_20170704_4347191_PH poor not because Marcos.csv,1
lowyat_20170423_4273426_Malacca Umno politician to be charged with.csv,1
lowyat_20170117_4177377_The moment Rani Kulup met Lim Kit Siang.csv,1
lowyat_20170117_4177196_Najib ucap tahniah kepada Raja Salman.csv,1
lowyat_20170115_4175609_Najib  European or China investments the same.csv,1
lowyat_20170218_4200084_Selangor chief Azmin Ali s mother dies from stroke.csv,1
lowyat_20170728_4372847_Pemuda Umno Pernah Ke Palestin .csv,0
lowyat_20170730_4373566_Johari  DAP led Penang Government Is Enjoying.csv,0
lowyat_20170724_4368128_Najib ada dalam Parlimen Live sekarang .csv,0
lowyat_20170724_4368632_YB Khairy Jamaluddin Welcome Back World Champ.csv,0
lowyat_20170723_4367575_Happy Birthday Najib.csv,0
lowyat_20170801_4375192_Macai DAP bakar semangat orang Sabah.csv,0
lowyat_20170722_4367195_Can PH takeover toll highways .csv,0
lowyat_20170105_4167118_Apprently Rosmah is spotted shopping in perth.csv,0
lowyat_20170727_4371226_Najib wants BM to be ASEAN s main language.csv,0
lowyat_20170101_4163546_Typicaltypical umno style .csv,0
lowyat_20170730_4374000_Lim Guan Eng photoshoot.csv,0
lowyat_20170725_4369361_Why BN will never win Kelantan.csv,0
lowyat_20170724_4368659_najib digelar.csv,0
lowyat_20170728_4372199_UMNO Marah Pada Siti Nurhaliza.csv,0
lowyat_20170726_4370972_y u support lks nwar sabu mamak.csv,0
lowyat_20170722_4366839_New Pahang MACC director focus on logging  mining.csv,0
lowyat_20170108_4169626_Lagu Rasmi Parti Pribumi Bersatu Malaysia.csv,0
lowyat_20170312_4220929_which local university have low fees for master pr.csv,0
lowyat_20170720_4364831_Najib Congrats Amoi.csv,0
lowyat_20170421_4271820_Najib kene tinggal oleh Agong  Tu laa slow sangat .csv,0
lowyat_20170410_4260462_Benda yang Najib Buat Kat India .csv,0
lowyat_20170225_4206655_Najib Sudah insaf.csv,0
lowyat_20170224_4206036_PBB online transfer limit per day only 20k  .csv,0
lowyat_20170411_4263852_Umno offering cars  bikes and more prizes at 71st.csv,0
lowyat_20170223_4205202_UMNO Youth Protek North Korea.csv,0
lowyat_20170412_4264323_Secret of Parti Amanah Negara.csv,0
lowyat_20170414_4265860_Orang kaya Malaysia akan bertambah  Hidup BN .csv,0
lowyat_20170414_4266104_Rafizi  Nasha and PAS.csv,0
lowyat_20170414_4266129_UMNO 71st anniversary  Many good prizes to be won .csv,0
lowyat_20170415_4266721_DAP Adun  Put Public Interest First Before.csv,0
lowyat_20170416_4267352_another Najib s collection.csv,0
lowyat_20170219_4201108_Umno to go on nationwide info blitz.csv,0
lowyat_20170417_4268538_Ulama Pas dikritik Pakar hadith desebabkan.csv,0
lowyat_20170217_4199403_PAS   other Muslim groups demo 18 Feb .csv,0
lowyat_20170422_4272532_Khairy  Menyampaikan Hadiah Kepada Pemenang.csv,0
lowyat_20170507_4283501_Chinese Kopitiam Buns Price Hike  Syukur   TQ BN .csv,0
lowyat_20170213_4196204_PM Najib bff Nazri Aziz.csv,0
lowyat_20170425_4275087_Umno leader  Settlement weakens DOJ s case.csv,0
lowyat_20170426_4275608_Najib   10 Best Finance Minister in Asia .csv,0
lowyat_20170427_4276769_Why pas politicians like to used nik aziz words .csv,0
lowyat_20170212_4195518_Najib cool play FIFA 17 on ps4  GGMU.csv,0
lowyat_20170427_4277051_PM Najib s ASEAN pass.csv,0
lowyat_20170210_4194538_bebas Anwar.csv,0
lowyat_20170429_4278588_Najib Shows Malaysian The Right.csv,0
lowyat_20170430_4279381_PAS muktamar blackout.csv,0
lowyat_20170209_4193171_Terima kasih BN  Malaysia s exports rise to RM75 6.csv,0
lowyat_20170502_4280223_Amanah Saham need IC   actual owner to deposit .csv,0
lowyat_20170503_4281058_I think Pakatan Harapan new logo options are nice.csv,0
lowyat_20170503_4281222_MACC nabs husband and wife for alleged graft.csv,0
lowyat_20170506_4283122_Umno offers legal team to families of nyamuks.csv,0
lowyat_20170410_4260167_Any1 here working for United Nation  UN   PBB .csv,0
lowyat_20170410_4260064_Najib Razak   Majlis Penamaan Dan Pelancaran Kapal.csv,0
lowyat_20170410_4259935_Najib Razak   Panggilan dari En  Mohd Nor Azrin.csv,0
lowyat_20170410_4259515_Tun M does not object if Anwar jadi PM.csv,0
lowyat_20170313_4221386_Mansuh subsidi jika harga minyak jatuh  anwar musa.csv,0
lowyat_20170316_4224658_DAP MP  Saya tarik balik .csv,0
lowyat_20170317_4225795_Amanah raya .csv,0
lowyat_20170319_4227802_Najib tunjuk nah.csv,0
lowyat_20170321_4229531_Mohd Lim Kit Siang .csv,0
lowyat_20170321_4229543_ Is Najib a suspect in 1MDB probes  poser sparks.csv,0
lowyat_20170321_4229594_Liow Tiong Lai  Our Air Force Next Gens Top Gun.csv,0
lowyat_20170322_4230708_PRIME MINISTER NAJIB ABDUL RAZAK ACCUSED TUN MAHAT.csv,0
lowyat_20170323_4232079_MP PKR kena sekolah .csv,0
lowyat_20170324_4232333_Digital Free Trade Zone launched by Najib and Jack.csv,0
lowyat_20170324_4233039_Rosmah speech interrupted.csv,0
lowyat_20170325_4233469_DAP files police report over  Is Kit Siang racist .csv,0
lowyat_20170309_4218019_Najib is ready.csv,0
lowyat_20170327_4239285_Wan Azizah Telah Dimasukkan Ke Hospital.csv,0
lowyat_20170307_4215451_Prime Minister Najib And President Jokowi.csv,0
lowyat_20170329_4241283_Johor Umno leader charged with drug abuse at balai.csv,0
lowyat_20170329_4241533_you want to see the crowd that came to DAP.csv,0
lowyat_20170330_4242464_How does Amanah Saham Berhad  ASB  work .csv,0
lowyat_20170303_4213250_rosmah   all.csv,0
lowyat_20170401_4244998_WHere can borrow rent mic and speaker for cheap.csv,0
lowyat_20170302_4212344_Khairy Jamaluddin  Sneek Peek Axiata Arena.csv,0
lowyat_20170404_4248224_PM Najib have great taste .csv,0
lowyat_20170301_4211068_Chinese ini lagi hebat dari Najib  Respect .csv,0
lowyat_20170405_4248463_Video Rotan Syariah.csv,0
lowyat_20170301_4211038_God kill me please  someone make one for najib plz.csv,0
lowyat_20170301_4210406_Syarikat lapor pemimpin kanan Umno dan anak.csv,0
lowyat_20170406_4251125_Video Speaker berperang dengan MP pasal RUU355.csv,0
lowyat_20170407_4253144_BN tabled RUU365.csv,0
lowyat_20170226_4207320_Datin Seri Rosmah Tanam Pokok Durian Musang King.csv,0
lowyat_20170719_4364548_Pahlawan Keadilan Sosial.csv,0
lowyat_20170506_4283266_PAS dismisses political analysts.csv,0
lowyat_20170508_4284371_IF DOG COME NGAU 97 U THEN THIS IS WHAT U DO TO PR.csv,0
lowyat_20170702_4345890_When is general election .csv,0
lowyat_20170122_4181279_Rafizi  sila bayar saman anda .csv,0
lowyat_20170615_4327511_DAP Ronnie Liu With Chinese Investors Demand.csv,0
lowyat_20170618_4329483_Rosmah threatens to sue over  false  malicious.csv,0
lowyat_20170620_4332056_Najib is afraid to face international news bcoz.csv,0
lowyat_20170121_4180406_Najib s hometown kena.csv,0
lowyat_20170621_4334589_Lim Guan Eng With Gru And Minions.csv,0
lowyat_20170621_4334744_Majlis Rumah Terbuka Idulfitri PAS Pusat.csv,0
lowyat_20170120_4179807_Nga Kor Ming  Majlis Rumah Terbuka Pakatan Harapan.csv,0
lowyat_20170120_4179744_Datin Seri Rosmah Sampaikan Sumbangan Kepada.csv,0
lowyat_20170625_4338720_Mahathir forgets script in adorable Raya video.csv,0
lowyat_20170625_4338815_Khairy Jamaluddin  Tradisi Sarapan Raya Bersama.csv,0
lowyat_20170629_4342723_Najib Razak Twitter Followers.csv,0
lowyat_20170118_4178447_Iran female bodybuilder arrested for un religou ph.csv,0
lowyat_20170702_4345798_Khairy loves bangladesh and calling people stupid.csv,0
lowyat_20170707_4351269_so cute this old man  Lks c sure mata merah.csv,0
lowyat_20170508_4284571_If mahathir time do u think sosial media exist .csv,0
lowyat_20170709_4352707_PM Najib FB Live At Sambutan Rumah Terbuka.csv,0
lowyat_20170709_4352803_Bangla minta tolong Dato Seri Najib.csv,0
lowyat_20170710_4353966_Najib blames Malaysia Airlines  nightmare .csv,0
lowyat_20170711_4354906_Bicara Wanita Bersama YB Nurul Izzah.csv,0
lowyat_20170712_4356649_Emino in najib live.csv,0
lowyat_20170712_4356690_Najib vs Mahathir  najib no 1.csv,0
lowyat_20170713_4358346_DAP aide arrested over molest case.csv,0
lowyat_20170115_4175232_Gerakan  Majlis Rumah Terbuka Tahun Baru Cina.csv,0
lowyat_20170114_4175031_PPBM official Launch.csv,0
lowyat_20170714_4358849_Buy Wireless Mic from USA.csv,0
lowyat_20170715_4360912_If PKR win GE or BN win Selangor.csv,0
lowyat_20170111_4172358_General election in 2017.csv,0
lowyat_20170718_4362996_DAP aide claims trial for molestation case.csv,0
lowyat_20170718_4363104_Selfie with Najib fail.csv,0
lowyat_20170122_4181377_So     I take it that LKS support Hudud now .csv,0
lowyat_20170611_4321519_Keadilan bagi lelaki baik   .csv,0
lowyat_20170609_4320114_PM Najib Menyampaikan Hadiah Kepada Pemenang.csv,0
lowyat_20170608_4318390_India Offer Najib RM6 6b.csv,0
lowyat_20170203_4188594_Wahhh umno member memang mau jual negarakah .csv,0
lowyat_20170511_4286390_sayangilah Najib.csv,0
lowyat_20170511_4286684_Man protek beach from Arab syariah law.csv,0
lowyat_20170512_4288186_BIG BLOW TO NAJIB 45 Pariah MO1 snubbed  uninvited.csv,0
lowyat_20170513_4288642_Best way to handle PR nightmare.csv,0
lowyat_20170516_4290786_FB media conference by Rafizi Ramli.csv,0
lowyat_20170516_4290997_Khairy Jamaluddin  Selamat Hari Guru.csv,0
lowyat_20170201_4187358_KENYATAAN JAWATANKUASA INDUK BERSAMA PAS PPBM.csv,0
lowyat_20170518_4293793_ How did you fall in love with Rosmah  .csv,0
lowyat_20170520_4295718_DAP Lau Weng San At JJPTR Dinner.csv,0
lowyat_20170521_4296199_Why PH always BZ about PM Candidate .csv,0
lowyat_20170521_4296254_Jazz mau cucuk car Smart Tag lane fail LDP lol.csv,0
lowyat_20170522_4296595_Do you think BN AMENO will Puasa.csv,0
lowyat_20170522_4296908_DAP Lim Lip Eng  19 Monspace Investors From China.csv,0
lowyat_20170128_4185255_Khairy Jamaluddin  CNY With Rembau Aunties.csv,0
lowyat_20170127_4184758_MCA Wee Ka Siong 2017 CNY MV  2017.csv,0
lowyat_20170127_4184685_Pandan MP Rafizi Ramli  Gong Xi Fa Chai To.csv,0
lowyat_20170524_4299776_Monspace Lawyer  Issue LOD To DAP Lim Lip Eng.csv,0
lowyat_20170525_4300009_Tanda pilihan raya dah dekat  Hehehehe    .csv,0
lowyat_20170127_4184634_Khairy Jamaluddin  Ucapan  Tahun Baru Cina 2017.csv,0
lowyat_20170127_4184602_MCA Tiong Lai Chinese New Year Message.csv,0
lowyat_20170525_4301185_Khairy jamaluddin KJ in Army.csv,0
lowyat_20170126_4184402_Gerakan  Gong Xi Gong Xi 2017.csv,0
lowyat_20170527_4302846_Tan  Lodge Police Report Against DAP Lip Eng.csv,0
lowyat_20170124_4182801_if loyar buruk vs Karpal Singh  who win  .csv,0
lowyat_20170607_4317379_Is Rafizi Ramli in jail .csv,0
lowyat_20170124_4182491_Big Kok for Lim Guan Eng.csv,0
lowyat_20170510_4286240_Umno Youth Expo offers over 10k job opportunities.csv,0
lowyat_4347169_Thailand will surpass Malaysia within 5 years time.csv,-1
lowyat_4292391_Malaysia Weekly Fuel Price Update.csv,-1
lowyat_4342263_The Malaysian Dream.csv,-1
lowyat_102726_Courier services in Malaysia.csv,-1
lowyat_4169122_JD Sports Malaysia s Delivery .csv,-1
lowyat_3971307_Be_aware_of_ezbuy_Malaysia_65daigou_MY.csv,-1
lowyat_3547924_What to do in an accident in Malaysia.csv,-1
lowyat_4347280_DAP no longer a threat to Malays  says Zam.csv,-1
