filename,keyword_counts
lowyat_20170318_4227316_ Will MACC seek out gifts Saudi entourage.csv,7
lowyat_20170323_4232200_Khairy  Malaysian youths want fair .csv,7
lowyat_20170227_4208279_Konvensyen Reformis  Anwar Ibrahim Portrait.csv,7
lowyat_20170330_4242056_Wan Azizah recovering  says Muhyiddin after visit.csv,7
lowyat_20170331_4243464_DAP vs Sin Chew tiff continues.csv,7
lowyat_20170320_4228504_Omar Hassan  Permatang Pauh PAS Severs Ties.csv,7
lowyat_20170324_4232484_PAS leader  Malaysian tourists view public caning.csv,7
lowyat_20170317_4225369_PAS reminds Muhyiddin he ll need their support.csv,6
lowyat_20170118_4178519_gempar  rafizi kata felda nak bail out kawan bijan.csv,6
lowyat_20170330_4243190_DAP rep asks Selangor not to help with ECRL projec.csv,6
lowyat_20170330_4243052_kesian rakyat kena troll by BN on petrol price.csv,6
lowyat_20170517_4293184_MO1 clamping down on social media with GE14 around.csv,6
lowyat_20170426_4275677_polis siasat MCA taiping fail bahasa melayu.csv,6
lowyat_20170701_4344675_Ketua Umno Bahagian Pandan  Pembangkang.csv,6
lowyat_20170220_4201345_Umno  Roadshow to explain Bank Negara s 1990s.csv,6
lowyat_20170105_4167625_Malaysia hari ini 40 peratus lebih  miskin    DAP.csv,6
lowyat_20170713_4357986_Datuk Zein Isma  Langkah Kajang PM Najib.csv,6
lowyat_20170629_4342569_Najib  Malaysian Muslims lucky to celebrate.csv,6
lowyat_20170415_4266912_Mah Siew Keong  Gerakan Submits 50 Potential.csv,6
lowyat_20170302_4211493_Bayar cukai satu tanggungjawab   Najib.csv,6
lowyat_20170329_4241174_TPM  82  Projek Dijanjikan Barisan Nasional  BN .csv,6
lowyat_20170427_4276976_PAS sue Sarawak Report.csv,6
lowyat_20170721_4365506_Parlimen Mahasiswa  Sokong Kepimpinan BN Dan.csv,6
lowyat_20170610_4320654_Penang shows Najib s letter on China loan plan.csv,6
lowyat_20170427_4277085_Johari denies contradicting Najib over 1MDB IPIC.csv,6
lowyat_20170302_4211941_History made as Penang DAP  Umno send joint motion.csv,6
lowyat_20170520_4294905_PM  Umno  BN Are Always Close To The People.csv,6
lowyat_20170517_4292564_PKR Penanti Adun  Guan Eng Decision To Withhold.csv,6
lowyat_20170723_4367689_BN parties should be colour blind  says Umno veep.csv,6
lowyat_20170602_4307473_Liow Tiong Lai  My Durian Diplomacy.csv,6
lowyat_20170214_4197071_Ex EC chief doubts Umno has 3 million members.csv,6
lowyat_20170116_4176758_so much burn by Najib    ooooooooooo.csv,6
lowyat_20170423_4272986_PKR may discipline Adam says Nurul Izzah.csv,6
lowyat_20170319_4227865_Najib denies MY among 10 most corrupt countries.csv,6
lowyat_20170511_4287188_PAS Selangor   Tiga Exco Pas Kekal Hingga.csv,6
lowyat_20170609_4319666_Has Najib exposed Indian blueprint s.csv,6
lowyat_20170705_4349124_Kit Siang  Gerakan  MCA May Suffer Voter Wrath.csv,6
lowyat_20170708_4352135_Liow Tiong Lai  DAP Perlu Cermin Diri.csv,6
lowyat_20170103_4165380_Ismail Sabri  Tun Dr Mahathir Dicabar Lapor SPRM.csv,6
lowyat_20170514_4289290_Najib s magic Wanda fails to cast spell.csv,6
lowyat_20170405_4248468_S pore comedy show  mocks  Najib.csv,6
lowyat_20170607_4317691_Najib  will only succeed if Indians support govt.csv,6
lowyat_20170424_4273752_Dr Mahathir  Ready To Be Quizzed By Task Force.csv,6
lowyat_20170516_4292179_Serangan terhadap Hannah tak berasas   Nik Nazmi.csv,6
lowyat_20170703_4346246_Report  Najib took government jet to Bali.csv,6
lowyat_20170514_4289465_MIC wants 90 000 of its unregistered voters to   .csv,6
lowyat_20170419_4270380_DAP Perak  Pencalonan Dyana Sofya Untuk Parlimen.csv,6
lowyat_20170709_4353139_Najib strong support  Even MALAYSIAKINI admits .csv,6
lowyat_20170109_4170391_Ringgit lebih stabil tahun ini   Najib.csv,6
lowyat_20170311_4219924_Hadi s Bill precursor to hudud  MCA forum told.csv,6
lowyat_20170419_4270059_Malaysia General Election Opinion   Exit Polls.csv,6
lowyat_20170710_4354115_Tun M vs Najib Razak   Friends of BN Fb.csv,6
lowyat_20170202_4187771_Dr Wee Ka Siong   MCA Out To Win Back Seats From.csv,6
lowyat_20170628_4341661_PKR  Recall our ambassador if DoJ action.csv,6
lowyat_20170201_4187496_Najib dan Rosmah redah banjir.csv,6
lowyat_20170407_4254249_How did BN get my phone number.csv,6
lowyat_20170616_4328732_BN questions Penang over attempted water rates.csv,6
lowyat_20170109_4170507_Supernatural twist   MCA  ghostbuster  attempts.csv,6
lowyat_20170623_4337546_BN website s article claims M kini made up.csv,6
lowyat_20170401_4245256_Ahmad Bashah  Tuduhan Mukhriz Bahawa Kerajaan.csv,6
lowyat_20170429_4278546_DAP Lim Lip Eng  Issued Another 48 Hours Ultimatum.csv,6
lowyat_20170109_4170262_Dr Mahathir beri amaran bahaya jual tanah kepada orang asing.csv,6
lowyat_20170723_4367725_Khairy Jamaluddin  BN Tidak Gentar Untuk.csv,6
lowyat_20170521_4296247_Mahathir mocks fat people in viral video.csv,6
lowyat_20170222_4204443_Pakatan MPs  Dispose Investments in 1MDB.csv,6
lowyat_20170619_4330417_Hina Najib  Anak peneroka Felda dipenjara sehari .csv,6
lowyat_20170411_4263700_anak muda makin ramai nak ikut NAJIB.csv,6
lowyat_20170429_4278633_Muktamar PAS  act of god .csv,6
lowyat_20170410_4259969_Najib Razak   Majlis Perasmian Tapak Projek.csv,6
lowyat_20170314_4222549_Najib less corruption news  but country worst .csv,6
lowyat_20170525_4300023_Guan Eng dares BN to make stand.csv,6
lowyat_20170526_4301426_BN Adun  Penang Govt Taking loan From Bank In.csv,6
lowyat_20170411_4263856_PM demands apology  retraction from Tony Pua.csv,6
lowyat_20170621_4334674_Tony Pua smacks down blundering ministers Rahman.csv,6
lowyat_20170412_4263980_Can muslim dap contest vs pas in Kelantan .csv,6
lowyat_20170314_4222882_Rafizi  St Regis Langkawi.csv,6
lowyat_20170718_4362839_ Terima kasihlah  Najib  kata Nurul Izzah.csv,6
lowyat_20170208_4192362_PAS datang lagi dengan protesnya.csv,6
lowyat_20170525_4300020_Gerakan  Kurangkan cukai duti import kereta.csv,6
lowyat_20170724_4368070_Gerakan Liang To Guan Eng  Let Me Reveal Letter.csv,6
lowyat_20170523_4298477_Ucapan hina wanita  ini jawapan Mahathir pada KJ.csv,6
lowyat_20170302_4212351_PAS tak perlu layan mufti macam mamak jual rempah.csv,6
lowyat_20170105_4167411_Pandan MP Rafizi Claims  Pakatan Harapan Can.csv,6
lowyat_20170410_4260070_Nor Hamzah  Pas Terengganu Cabar Rafizi Dedah.csv,6
lowyat_20170801_4375625_DPM may be in deep shxt as Mahathir IC may have.csv,6
lowyat_20170728_4372463_Dr M  RoS okay with Pakatan constitution.csv,6
lowyat_20170529_4303856_I have a funny feeling that GE14 will be Feb 2018 .csv,6
lowyat_20170130_4185952_Abang Johari  Thanks PKR For Not Contesting.csv,6
lowyat_20170121_4180481_Zahid claims of move to topple him in GE14.csv,6
lowyat_20170505_4282259_Noh Omar  Pengerusi DAP Perak Nga Kor Ming.csv,6
lowyat_20170521_4296132_Harapan leaders hold up  Anwar as 7th PM  placards.csv,6
lowyat_20170409_4257589_Najib cannot be compared to Mahathir  says Salleh.csv,6
lowyat_20170327_4239105_DAP Muslim MPs free to vote according to.csv,6
lowyat_20170308_4217243_54  of civil servants under 40 corrupt  says MACC.csv,6
lowyat_20170621_4333904_Bersatu Youth exco wants MACC to probe Dr M  Mukhr.csv,5
lowyat_20170702_4345887_If Tun Mahathir still PM.csv,5
lowyat_20170506_4283119_Anwar s ex aide slams portal for trying to ruin.csv,5
lowyat_20170613_4324834_DAP  6 BN Sarawak Federal Minister Must Apologies.csv,5
lowyat_20170309_4218404_Artikel Tun Dr  Mahathir   Rasuah.csv,5
lowyat_20170511_4286964_Perak PKR brings photocopier to EC office to get a.csv,5
lowyat_20170620_4331806_Senator Umno cabar DOJ dedah identiti pengadu.csv,5
lowyat_20170703_4346431_Taxi Association Ask BN  Does Our Vote.csv,5
lowyat_20170723_4367475_Datuk Seri Hishammudin  Saya Cabar Dr Mahathir.csv,5
lowyat_20170502_4280315_Without pas support  pkr can win much or not .csv,5
lowyat_20170503_4280903_PAS  Ban Megadeth concert .csv,5
lowyat_20170121_4180734_PAS to appeal DBKL s ban on rally at Dataran.csv,5
lowyat_20170723_4367351_HB PM Najib .csv,5
lowyat_20170511_4287028_Adik Najib tanya Nurul Izzah pasal Mahathir.csv,5
lowyat_20170618_4329473_Rosmah threatens to sue over malicious remarks.csv,5
lowyat_20170214_4196802_DAP four who quit regret misleading voters.csv,5
lowyat_20170731_4374808_Why UMNO is going down and self destructing.csv,5
lowyat_20170402_4245514_MCA  Condemns Fake News  Assure.csv,5
lowyat_20170324_4232414_Khairy  Transformasi Nasional 2050 Diteruskan.csv,5
lowyat_20170428_4277945_Isu  Jahanam Pan   Umno saja Pas tak maki.csv,5
lowyat_20170403_4246683_Tengku Adnan  Barisan Nasional  BN  Tidak.csv,5
lowyat_20170204_4189505_I heard that general election is on    .csv,5
lowyat_20170428_4277918_Zaid  PAS muktamar has  no class .csv,5
lowyat_20170508_4284296_Nasihat Jamal Yunos  UMNO Selangor Jangan.csv,5
lowyat_20170510_4285908_Dato Sri Jamal Yunos  UMNO Mahu Rampas Semula.csv,5
lowyat_20170211_4194845_Surat terbuka buat SPRM dan YB Rafizi Ramli.csv,5
lowyat_20170508_4284761_BIG BLOW TO NAJIB 41 Felda scandal will drive.csv,5
lowyat_20170617_4329068_Rosmah   Buru  pemfitnah  media sosial.csv,5
lowyat_20170107_4169162_Dataran Merdeka off limits for PAS rally.csv,5
lowyat_20170428_4277346_Kenapa belum dakwa pemimpin Umno Melaka  soal PKR.csv,5
lowyat_20170119_4179279_Pandan MP Rafizi s Invoke Behind.csv,5
lowyat_20170427_4276855_PAS president sues Sarawak Report editor in London.csv,5
lowyat_20170205_4189927_Liow Tiong Lai  It Will Be A Better Year In 2017.csv,5
lowyat_20170425_4274588_pas loyal to principal.csv,5
lowyat_20170428_4277440_PKR Saifuddin  Pas Perlu Lepas Jawatan Di Selangor.csv,5
lowyat_20170213_4196421_Court orders Wan Azizah  two others to pay RM70K.csv,5
lowyat_20170425_4275091_PAS  Kini waktu terbaik dedah laporan 1MDB      1m.csv,5
lowyat_20170331_4243901_MACC Raids Teresa Kok s Office  Reportedly.csv,5
lowyat_20170426_4275335_DAP Selangor Eddie Ng  Harga Barangan Akan Turun.csv,5
lowyat_20170510_4286264_SAYA NAK BERTERIMA KASIH KEPADA NAJIB.csv,5
lowyat_20170121_4180168_Jawatan TPM  MCA yang mahu  bukan DAP   Dr M.csv,5
lowyat_20170702_4345429_Tengku Sariffuddin  DAP Liew Chin Tong.csv,5
lowyat_20170203_4188668_MCA might shoot their own foot this time  for.csv,5
lowyat_20170615_4327328_Jofri Jaraiee  Sarawak PAS To Make Announcement On.csv,5
lowyat_20170701_4345129_Datuk Seri Tajuddin  Pemuda UMNO Perlu Jadi.csv,5
lowyat_20170320_4228772_Give it a rest  Johari s open letter to Tony Pua.csv,5
lowyat_20170206_4190458_Zainal Osman  UMNO Negeri Jumpa Ku Nan Bincang.csv,5
lowyat_20170310_4219254_Nazri Aziz  Sambut Cabaran Debat Dr Mahathir.csv,5
lowyat_20170426_4275702_DAP Lip Eng To Johnson Lee  Explain The Missing.csv,5
lowyat_20170123_4181521_cybertrooper Umno belajarlah dari Trump   Zahid.csv,5
lowyat_20170128_4185277_Liow Tiong Lai  Thank You YB Najib For Attending.csv,5
lowyat_20170227_4208632_Tengku Sariffuddin  Dr Mahathir  Harimau Tua .csv,5
lowyat_20170520_4294891_PKR Youth Nazmi  Anwar Ibrahim Like Macron .csv,5
lowyat_20170413_4265607_Takiyuddin Hassan  PAS Has No Knowledge Info.csv,5
lowyat_20170113_4174411_Wakil PKR dedah  bukti  pembatalan tanah rizab.csv,5
lowyat_20170414_4265883_Huan Cheng  Terdapat Ura Ura Beberapa DAP Adun.csv,5
lowyat_20170530_4304379_BN kritik NGO larang Guan Eng ke majlis  buka puas.csv,5
lowyat_20170130_4185992_Bung  Tak perlu Najib kecam Trump.csv,5
lowyat_20170126_4184239_Malaysiakini is not pro DAP  pro opposition     .csv,5
lowyat_20170715_4360624_Kaprawi  Komplot 3M  Mahathir Muhyiddin Mukhriz .csv,5
lowyat_20170531_4305269_Khairy Jamaluddin  Sindir Tindakan Guan Eng.csv,5
lowyat_20170309_4217658_Former Malacca DAP chief questions alleged.csv,5
lowyat_20170519_4294418_LDP accident.csv,5
lowyat_20170531_4305481_Mahathir slams authorities for going after Lee Kim.csv,5
lowyat_20170415_4266666_najib bimbang.csv,5
lowyat_20170721_4365660_Survey claims Malay support for BN and Harapan alm.csv,5
lowyat_20170518_4293336_Najib  We can save 1MDB.csv,5
lowyat_20170712_4356762_Will Pakatan set lower price for our fuel.csv,5
lowyat_20170316_4225048_Sugar price  DAP says facts show enormous profits.csv,5
lowyat_20170716_4361620_Reezal Merican dakwa Dr Mahathir khianati Umno.csv,5
lowyat_20170717_4362206_TPM Vietnam  Berhasrat Contohi UMNO  Kagum Dengan.csv,5
lowyat_20170413_4265173_Piji Nasharudin  ex PAS leader who  got SRC funds .csv,5
lowyat_20170409_4257862_EXCLUSIVE  Teresa Kok and Rahman Dahlan.csv,5
lowyat_20170719_4364188_why MACC dont investigate penang 300million tunnel.csv,5
lowyat_20170729_4373366_pemimpin umno kaut kekayaan calar imej parti  TPM.csv,5
lowyat_20170524_4299622_Proton dah jual  Mahathir s baby.csv,5
lowyat_20170225_4206562_Abby Abadi puji sikap pemimpin DAP.csv,5
lowyat_20170314_4222535_Pro BN Swiss PR guy fired by University arm.csv,5
lowyat_20170523_4297853_Lame MACC gives stupid excuse for not going after.csv,5
lowyat_20170328_4239966_If PH won  more ASNB will be introduced .csv,5
lowyat_20170314_4222957_Rafizi persoal pelaburan RM380 juta k jaan    .csv,5
lowyat_20170312_4220603_Sinar Harian ready to organise Mahathir Nazri deba.csv,5
lowyat_20170328_4240161_Zuraida Kamaruddin  Pakatan Timbang Beri Suami.csv,5
lowyat_20170412_4264340_Perak PAS chief shares PAS Umno  Pan Malay Islamic.csv,5
lowyat_20170223_4204968_Is PAS denying that man is fallible .csv,5
lowyat_20170410_4259053_PAS   Ada 10 saksi di UK untuk saman SR.csv,5
lowyat_20170223_4204815_MACC   MAHB OFFICIAL.csv,5
lowyat_20170413_4264850_PM Najib Redraws His Inner Circle.csv,5
lowyat_20170711_4355461_Datuk Eric See To Tells Gobind Singh  DAP Must.csv,5
lowyat_20170725_4369897_Najib s RM1 4 billion aid to Felda settlers ahead.csv,5
lowyat_20170517_4292376_Malaysia eyes sale of Proton as Mahathir s dreams.csv,5
lowyat_20170218_4200416_BN menang majoriti lebih besar.csv,5
lowyat_20170707_4351406_ Bukan saya  Najib yang U Turn   Tun M jawab Azali.csv,5
lowyat_20170723_4367650_MRT  Najib just continuing what I started.csv,5
lowyat_20170216_4198563_Leave PAS if you won t quit attacking own party.csv,5
lowyat_20170513_4288937_BIG BLOW TO NAJIB 46  C4 onto MO1 as list of.csv,5
lowyat_20170319_4227749_Wee Ka Siong  MCA helping Small And Medium sized.csv,5
lowyat_20170503_4281288_MACC to investigate TONY TAN.csv,5
lowyat_20170709_4352937_TPM  UMNO Boleh Tawan Semula Selangor.csv,5
lowyat_20170217_4199388_Pakatan akan siasat semula skandal forex RM30b.csv,5
lowyat_20170417_4268121_PKR Rafizi Ramli  To Sue Blogger Raja Petra For.csv,5
lowyat_20170606_4315343_BIG BLOW TO NAJIB 49  More admit to receiving.csv,5
lowyat_20170515_4289866_Good for Pakatan Harapan if PAS exco remains in S .csv,5
lowyat_20170605_4313344_Gerakan Asks Penang Govt  What Happens To Revenue.csv,5
lowyat_20170418_4269293_Senator Rahemah Idris  BN Wajar Diberi.csv,5
lowyat_20170301_4210121_Veteran Umno Akui Penglibatan Dengan.csv,5
lowyat_20170606_4315514_Lawyers  admissions put  leaked MACC documents .csv,5
lowyat_20170517_4292299_PKR to vacate Kelantan posts.csv,5
lowyat_20170517_4292300_Tuan Ibrahim pins failure of PAS Bersatu talks on.csv,5
lowyat_20170603_4309128_Najib should be first to take lie detector test.csv,5
lowyat_20170107_4169304_Jemaah haji pakai duit curi   MAHATHIR.csv,4
lowyat_20170602_4307443_Ku Nan puji Najib  kutuk Sivarasa di.csv,4
lowyat_20170106_4168550_MCA Wee Ka Siong  Ministry To Receive RM50 Million.csv,4
lowyat_20170109_4170252_Najib  Komoditi naik harga petanda baik 2017.csv,4
lowyat_20170305_4214124_Terima Kasih Najib .csv,4
lowyat_20170612_4322181_PKR See Chee How  Backs Abdul Karim s Stand.csv,4
lowyat_20170511_4287082_Why is Gerakan getting involved with JJPTR .csv,4
lowyat_20170127_4184680_Tan Sri Shahrizat  Malaysia Perlukan Lebih Banyak.csv,4
lowyat_20170525_4300024_BN rep corners CM with 2008 Parliament Hansard on.csv,4
lowyat_20170614_4326970_Zainal Abidin Osman  Gesa DAP Pulau Pinang.csv,4
lowyat_20170601_4307018_Najib Paid Anwar s Prosecutor RM9 5 Million From.csv,4
lowyat_20170801_4375153_No plan to  delete  Mahathir from text books .csv,4
lowyat_20170328_4239955_BN policy vs PH policy.csv,4
lowyat_20170505_4282530_Papagomo  Why are you mad at Najib .csv,4
lowyat_20170618_4329422_PM  Slogan  Jom Bantu Rakyat  Milik BN.csv,4
lowyat_20170724_4368856_MACC chief whacked for playing politics.csv,4
lowyat_20170206_4191038_Jamal Quits As UMNO Chief.csv,4
lowyat_20170611_4321654_MACC being detained for extortion.csv,4
lowyat_20170307_4216494_Wan Azizah  Opposition MPs Want Briefing.csv,4
lowyat_20170723_4367456_PKR appeal for donation  GE14 .csv,4
lowyat_20170108_4170125_Sah  ada yang tak kena dengan Felda   PAS.csv,4
lowyat_20170505_4282164_Rakyat faham kerjasama PAS Umno  kata Hadi.csv,4
lowyat_20170206_4191054_Senator Khairul  Umno Youth Wants RCI On.csv,4
lowyat_20170524_4299518_Pandan MP Rafizi  Kajian Invoke Menunjukkan.csv,4
lowyat_20170512_4288020_SUPP s Dr Sim  Don t Compare Me To DAP Dr Ting.csv,4
lowyat_20170524_4299141_ In which town is Trump more popular than Najib  .csv,4
lowyat_20170607_4317463_FGV s Zakaria Arshad arrives at MACC headquarters.csv,4
lowyat_20170126_4184053_MT Umno puji Jamal pandai  kreatif  berani.csv,4
lowyat_20170123_4181601_GST Kita Bukan Beban   Najib.csv,4
lowyat_20170508_4284328_OTAI REFORMASI   FREE ANWAR   IDUP DSAI   PETISYEN.csv,4
lowyat_20170519_4294538_Muhyiddin tunjuk gaya  kelepet  depan Mahathir.csv,4
lowyat_20170519_4294661_NAJIB TO JOIN TRUMP .csv,4
lowyat_20170131_4186453_Kedah BN eyes clean sweep.csv,4
lowyat_20170107_4169311_Rahman Dahlan  Umno  BN Media Units Urged To.csv,4
lowyat_20170303_4213240_Tengku Adnan  Umno To Review Ties With.csv,4
lowyat_20170531_4304997_Tunku Abdul Aziz   Reaksi Tun Mahathir Terhadap.csv,4
lowyat_20170614_4326699_Pemuda usir pakatan di pasar ramadan.csv,4
lowyat_20170602_4307721_Najib  I will never sell off country s sovereignty.csv,4
lowyat_20170325_4233815_Tengku Razaleigh  Kerajaan Tidak Akan Muflis.csv,4
lowyat_20170131_4186774_Najib   fuel prices still among the cheapest.csv,4
lowyat_20170126_4184339_Salleh Keruak  Laughs Off Dr Mahathir Defence.csv,4
lowyat_20170515_4289913_PAS president admitted to hospital.csv,4
lowyat_20170617_4329232_Anwar Ibrahim  I Will Not Offer Myself As.csv,4
lowyat_20170601_4306106_Pakatan Harapan finally has a logo.csv,4
lowyat_20170511_4286966_PAS BROKE UP WITH PKR   CONFIRMED.csv,4
lowyat_20170529_4303714_PAS MP K jaan sengaja enggan turunkan harga kereta.csv,4
lowyat_20170615_4327820_Khairy Jamaluddin  Percukaian Seperti GST.csv,4
lowyat_20170126_4184056_Rafizi go to pasar.csv,4
lowyat_20170526_4302409_Not taking questions from you  Khairy tells M Kini.csv,4
lowyat_20170606_4315584_ MACC ready to probe FGV for graft .csv,4
lowyat_20170731_4374830_Najib urges 3 7m Malaysians to register as voters.csv,4
lowyat_20170615_4327577_ Umno  tolong kenal malu sikit .csv,4
lowyat_20170507_4283942_PKR Adun  Janji PRU13 BN Jadi Projek Gajah Putih.csv,4
lowyat_20170526_4301514_Penang MCA  Reminds DAP Rep Of Inaction.csv,4
lowyat_20170304_4213712_BN bimbang pengaruh Warisan di Sabah .csv,4
lowyat_20170623_4337746_Dr Mahathir  Mereka Minta Saya Nyanyi Lagu Raya   .csv,4
lowyat_20170523_4298806_Najib ambition on klang Valley public transport.csv,4
lowyat_20170423_4273093_Mahathir s comeback.csv,4
lowyat_20170407_4253753_Kota Bharu di bawah PAS  tikus dan kucing hidup  harmoni .csv,4
lowyat_20170319_4227962_Annuar Musa  Pemimpin Dan Ahli UMNO Diminta.csv,4
lowyat_20170727_4371396_Bekas Naib Presiden MIC and anak didakwa.csv,4
lowyat_20170714_4359731_DAP aide remanded over alleged molest of student.csv,4
lowyat_20170722_4366463_Even if PH win it s still BN.csv,4
lowyat_20170421_4272391_Mahathir to Najib  Why should world respect Msia .csv,4
lowyat_20170315_4224173_Rupanya   Rosmah got Masters in sociology.csv,4
lowyat_20170715_4360616_Best MCA drama awards  support PAS punishment.csv,4
lowyat_20170101_4163180_Pemuda UMNO  PM Najib TN50 Sedia Pengisian.csv,4
lowyat_20170706_4349831_This is a proof Malaysian suffered under BN.csv,4
lowyat_20170705_4349108_Rahman Dahlan Tells Rafizi  1MDB Helped Reform Of.csv,4
lowyat_20170403_4247170_Nazri Aziz  PM Najib Not Behind Cancellation Of.csv,4
lowyat_20170114_4174688_Muhyiddin Yassin  Pakatan Harapan Hanya Akan.csv,4
lowyat_20170704_4347232_Najib  Usaha2 untuk membantu rakyat bulan Jun .csv,4
lowyat_20170703_4346847_Nomura  BN Expected To Win In GE14.csv,4
lowyat_20170315_4224052_Yeo bidas Rosmah  gesa letak jawatan.csv,4
lowyat_20170226_4207586_What happen to Wee Ka Siong .csv,4
lowyat_20170214_4196943_Oh Toh Keong  Gerakan Serah Memorandum.csv,4
lowyat_20170425_4274527_LGE will challenge MACC Act.csv,4
lowyat_20170413_4265694_ Rafizi is open to prosecution  civil action if SD.csv,4
lowyat_20170213_4196488_UMNO decide to keep JAMAL for his big contribution.csv,4
lowyat_20170726_4371194_BM to be asean official language by 2050  Najib.csv,4
lowyat_20170720_4365397_Tengku Adnan  Sudah sudahlah  Waktu Dr Mahathir.csv,4
lowyat_20170216_4198623_Najib is not gov officer or public officer  Lmao .csv,4
lowyat_20170115_4175165_Parti Pribumi Bersatu Malaysia PPBM Dirasmikan.csv,4
lowyat_20170115_4175211_HISHAMMUDDIN s noble act.csv,4
lowyat_20170721_4365890_Teresa Kok  DAP To Hold CEC Re election.csv,4
lowyat_20170801_4375606_Zahid s blunder comment on Dr Mahathir s Indian.csv,4
lowyat_20170711_4354857_Federal Court  Teresa Kok Keeps RM350 000 Award.csv,4
lowyat_20170417_4268518_Hishammuddin  Saya Bersedia Disiasat Jika.csv,4
lowyat_20170115_4175590_Khairy Jamaluddin  Bersyukur Tun Mahathir Iktiraf.csv,4
lowyat_20170713_4357257_Put BN flag can put PPBM flag cannot .csv,4
lowyat_20170710_4354227_Jamal Yunos  Gesa Pemuda Umno Ampang Bantu.csv,4
lowyat_20170418_4268693_Young M sians want to be known as Bangsa M sia.csv,4
lowyat_20170317_4226284_BIG BLOW TO NAJIB 38  Najib is Indictable .csv,4
lowyat_20170218_4200291_Pakatan akan siasat semula skandal forex RM30 bili.csv,4
lowyat_20170710_4353527_DAP always said they re being targeted .csv,4
lowyat_20170419_4270101_Apakah TPM tak capai KPI  tanya AMANAH.csv,4
lowyat_20170713_4357992_Pakatan Harapan.csv,4
lowyat_20170419_4270177_Calon PM PH .csv,4
lowyat_20170415_4266933_If pas want to join PH what u think .csv,4
lowyat_20170217_4199476_Najib   PM PALING TIDAK POPULAR.csv,4
lowyat_20170217_4199438_LKS only got 1  votes .csv,4
lowyat_20170721_4366319_Gerakan Dr Dominic  DAP s  Grudging  CEC.csv,4
lowyat_20170420_4270719_ Selagi nyawa dikandung jasad  .csv,4
lowyat_20170709_4352674_Wee Ka Siong  Invites Chinese Entrepreneurs.csv,4
lowyat_20170222_4203718_Sarawak DAP  Petronas still hiring many Peninsular.csv,4
lowyat_20170222_4204108_Liow Tiong Lai  No One Should Question Police.csv,4
lowyat_20170424_4274215_Salah eja banner Agong  MCA Taiping mohon maaf.csv,4
lowyat_20170623_4337024_UMNO Petaling Jaya  Jualan Murah Barangan.csv,4
lowyat_20170719_4363752_Anwar supporters unable to accept Dr M.csv,4
lowyat_20170626_4340203_Adnan Yaakob  BN Pahang Ketengah Calon PRU14.csv,4
lowyat_20170720_4365324_BIG BLOW TO NAJIB 57  MO1 named and fingered by.csv,4
lowyat_20170109_4170510_MCA objects to rally as it aims to stir.csv,4
lowyat_20170209_4193292_Cuba teka  LKS nak jawab ni ke nak saman .csv,4
lowyat_20170209_4193186_MCA Chew Mei Fun   Overreaction  To Proposal Turn.csv,4
lowyat_20170430_4279279_PAS  Storm an  act of God  muktamar to go on.csv,4
lowyat_20170430_4279290_Hadi should be advisor to Agong  PAS Muktamar.csv,4
lowyat_20170120_4180099_MCA Negeri Sembilan  DAP Kena Hentikan Komen.csv,4
lowyat_20170725_4369982_UMNO  Bersatu settle in carpark.csv,4
lowyat_20170628_4342143_BN will win again.csv,4
lowyat_20170722_4367226_BN can only win 9 seats  Syed Akbar Ali.csv,4
lowyat_20170621_4334602_Cant believe najib so nice.csv,4
lowyat_20170621_4333959_BREAKING terrorist storms school  takes hostages.csv,4
lowyat_20170207_4191502_Jamal Yunos resigns as Sungai Besar Umno head.csv,4
lowyat_20170725_4369960_Just On TV Najib Says To Eliminate Cronyism.csv,4
lowyat_20170502_4280373_DAP Lim Lip Eng To Johnson Lee  Refund The.csv,4
lowyat_20170401_4244459_Aide  Rosmah didn t meet Rajinikanth.csv,4
lowyat_20170620_4333048_Gerakan Jason  Penang Gov t Accused Of Deceit Over.csv,4
lowyat_20170730_4373542_DAP Leader Lim Kit Siang Sustained The Injury.csv,4
lowyat_20170316_4224887_Teresa Kok  Datuk Seri Jamal Yunos Macam.csv,4
lowyat_20170717_4362313_Gobind Singh  DAP Finally Receives Official Letter.csv,4
lowyat_20170717_4362399_Nazri Aziz   Ill Intent  To Link PM Najib To.csv,4
lowyat_20170426_4275521_As Najib guns for Kabali II.csv,4
lowyat_20170726_4370330_y dap like to play this game .csv,4
lowyat_20170409_4257660_Idris Ahmad  Demi Maruah Parti  PAS Akan Terus.csv,4
lowyat_20170223_4205017_LDP E11  skandal pencabulan piawaian lebuh raya.csv,4
lowyat_20170718_4362688_BIG BLOW TO NAJIB 55 Pariah MO1 snubbed by West .csv,4
lowyat_20170427_4276081_Anwar  Mohamed Yakcop dilarang terlibat dalam.csv,4
lowyat_20170630_4343736_Mohd Sharkar  UMNO Sentiasa Bersama Rakyat.csv,4
lowyat_20170427_4276612_Tuan Ibrahim  PAS Will Become Third Bloc In GE14.csv,4
lowyat_20170427_4276869_MP BN juga minta menteri dedahkan surat Aabar BVI.csv,4
lowyat_20170126_4184087_Isu Tugu Banjir  Pemuda PAS jawab Husam.csv,3
lowyat_20170309_4217630_BN MPs Given Honorary Rela Ranks.csv,3
lowyat_20170524_4299214_DAP Teh Yee Cheu  I Ask About Money Game Issue In.csv,3
lowyat_20170109_4170627_Najib  2017 is  year of delivery  for public secto.csv,3
